ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma20,ma60,rsi14,macd_dif,macd_dea,macd_hist
688981.SH,2026-01-16,127.5,128.82,124.88,126.99,124.44,2.55,2.0492,756512.57,9597582.828,125.44200000000001,124.19949999999999,120.56300000000002,57.07564241766194,2.325410500942212,2.5712073051923134,-0.49159360850020306
688981.SH,2026-01-19,127.05,128.5,125.12,125.29,126.99,-1.7,-1.3387,477537.02,6024303.737,124.968,124.824,120.51283333333335,55.62610229276898,2.1252494793148884,2.482015740016829,-0.7135325214038808
688981.SH,2026-01-20,125.0,125.5,121.81,122.18,125.29,-3.11,-2.4822,508693.59,6261665.024,124.678,125.25150000000001,120.31483333333333,49.48486799742435,1.6961176306973016,2.3248361181529233,-1.2574369749112435
688981.SH,2026-01-21,120.93,128.89,120.58,127.19,122.18,5.01,4.1005,970525.21,12294760.582,125.218,125.5885,120.193,52.86872934815259,1.740232363196938,2.2079153671617266,-0.9353660079295771
688981.SH,2026-01-22,128.98,130.82,125.57,126.8,127.19,-0.39,-0.3066,648094.63,8268996.067,125.69000000000001,125.93350000000001,120.09483333333334,56.3560678834454,1.7238523688511123,2.1111027674996037,-0.7745007972969828
688981.SH,2026-01-23,126.8,127.37,124.03,124.96,126.8,-1.84,-1.4511,490631.04,6130483.631,125.28399999999999,126.011,119.96083333333333,40.38535645472064,1.544593371926581,1.9978008883849994,-0.9064150329168368
688981.SH,2026-01-26,124.01,125.88,121.9,121.92,124.96,-3.04,-2.4328,502566.5,6184618.809,124.60999999999999,125.953,119.85033333333332,31.69741697416974,1.1440389626902459,1.8270485032460488,-1.366019081111606
688981.SH,2026-01-27,122.0,125.74,119.22,124.05,121.92,2.13,1.747,655261.57,8023170.134,124.984,126.05049999999999,119.84816666666666,39.16697113628061,0.9870913319473686,1.6590570689863129,-1.3439314740778885
688981.SH,2026-01-28,124.99,128.99,124.99,128.55,124.05,4.5,3.6276,994583.26,12644229.527,125.256,126.353,119.98716666666665,47.47634069400632,1.211852118893006,1.5696160789676517,-0.7155279201492912
688981.SH,2026-01-29,127.6,127.81,122.16,122.4,128.55,-6.15,-4.7841,715649.35,8897091.559,124.376,126.20899999999999,120.02916666666667,41.14270092946967,0.8835381813843952,1.4324004994510005,-1.0977246361332105
688981.SH,2026-01-30,121.33,124.94,120.07,122.97,122.4,0.57,0.4657,527719.06,6468951.529,123.97800000000002,126.21599999999998,120.08233333333332,43.473420539938765,0.6617134362550416,1.2782630868118088,-1.2330993011135343
688981.SH,2026-02-02,121.4,122.59,116.8,117.06,122.97,-5.91,-4.8061,596690.81,7104970.929,123.006,125.57149999999999,119.95250000000001,41.31182226924094,0.008925234957061434,1.0243955164408594,-2.030940562967596
688981.SH,2026-02-03,118.69,118.84,113.46,116.03,117.06,-1.03,-0.8799,561769.52,6500024.016,121.402,124.78099999999999,119.85116666666666,38.862559241706165,-0.5847854667431562,0.7025593198040563,-2.574689573094425
688981.SH,2026-02-04,114.5,114.99,113.15,114.84,116.03,-1.19,-1.0256,351393.47,4005035.637,118.66,124.024,119.76500000000001,37.73006134969325,-1.1382079770012439,0.33440586044299625,-2.9452276748884803
688981.SH,2026-02-05,112.99,114.5,110.39,111.8,114.84,-3.04,-2.6472,446447.65,4982588.635,116.54,123.10650000000001,119.66616666666667,30.825549103761674,-1.8013372032490196,-0.09274275229540692,-3.4171889019072252
688981.SH,2026-02-06,110.14,114.6,110.14,112.7,111.8,0.9,0.805,408226.91,4597784.625,114.48600000000002,122.29750000000001,119.55066666666667,33.77995362020097,-2.228559962238023,-0.5199061942839303,-3.417307535908186
688981.SH,2026-02-09,114.8,115.07,113.7,114.93,112.7,2.23,1.9787,321018.1,3676020.764,114.05999999999999,121.66099999999999,119.41450000000002,40.44292117057738,-2.35999021543752,-0.8879229985146483,-2.9441344338457434
688981.SH,2026-02-10,115.2,116.9,114.85,116.2,114.93,1.27,1.105,340436.51,3949080.646,114.09400000000001,121.2895,119.3815,33.928049137174625,-2.334757619335278,-1.1772899226787743,-2.3149353933130072
688981.SH,2026-02-11,114.0,116.14,113.5,115.01,116.2,-1.19,-1.0241,345336.73,3955491.126,114.128,120.8155,119.33783333333332,33.15232923692486,-2.383310341826842,-1.418494006508388,-1.9296326706369085
688981.SH,2026-02-12,115.55,117.18,115.11,116.58,115.01,1.57,1.3651,333622.54,3880738.366,115.08399999999999,120.42249999999999,119.31483333333334,37.93202764976959,-2.2689478270629593,-1.5885847706193024,-1.3607261128873138
688981.SH,2026-02-13,116.23,117.98,115.56,116.93,116.58,0.35,0.3002,343687.4,4020570.46,115.92999999999999,119.9195,119.32566666666666,42.21042772400875,-2.125570382993658,-1.6959818930941735,-0.8591769797989688
688981.SH,2026-02-24,118.03,118.18,115.62,115.82,116.93,-1.11,-0.9493,276155.68,3217730.655,116.10799999999999,119.446,119.30966666666669,36.730087068687524,-2.0775616119081093,-1.7722978368569606,-0.6105275501022973
688981.SH,2026-02-25,117.0,117.5,115.85,116.13,115.82,0.31,0.2677,275528.56,3214693.555,116.09400000000001,119.14349999999999,119.36183333333334,26.84563758389261,-1.9915426418335755,-1.8161467978522838,-0.3507916879625834
688981.SH,2026-02-26,116.13,117.23,114.29,116.65,116.13,0.52,0.4478,327021.83,3787597.479,116.422,118.61650000000002,119.4475,36.43227937706467,-1.8599717377371974,-1.8249117858292667,-0.0701199038158613
688981.SH,2026-02-27,115.03,115.87,114.32,115.0,116.65,-1.65,-1.4145,279308.78,3213704.146,116.106,118.02650000000001,119.50283333333333,32.105972159856336,-1.8673167930720922,-1.833392787277832,-0.0678480115885205
688981.SH,2026-03-02,112.88,114.2,112.3,112.53,115.0,-2.47,-2.1478,349784.75,3952733.063,115.226,117.405,119.49983333333333,37.97132235793948,-2.0488285396384924,-1.8764799377499641,-0.3446972037770566
688981.SH,2026-03-03,113.23,114.75,107.69,108.31,112.53,-4.22,-3.7501,540987.0,5976584.863,113.724,116.72449999999999,119.4265,32.47048138056316,-2.5043283007416335,-2.002049610348298,-1.0045573807866708
688981.SH,2026-03-04,107.32,109.7,106.12,106.69,108.31,-1.62,-1.4957,322749.58,3470640.119,111.83599999999998,115.85650000000001,119.31133333333334,31.848552338530098,-2.9618927483211195,-2.1940182379428625,-1.5357490207565139
688981.SH,2026-03-05,108.6,109.26,106.09,106.9,106.69,0.21,0.1968,353531.81,3803229.096,109.88600000000001,114.774,119.18633333333334,37.51274209989812,-3.269877512113368,-2.4091900927769636,-1.7213748386728085
688981.SH,2026-03-06,107.0,108.34,106.17,106.5,106.9,-0.4,-0.3742,340486.16,3648254.394,108.186,113.979,119.078,33.78661087866112,-3.5058213867413173,-2.6285163515698344,-1.7546100703429657
688981.SH,2026-03-09,103.97,105.79,101.63,105.14,106.5,-1.36,-1.277,393559.67,4065897.45,106.708,113.0875,118.97,23.178082191780874,-3.759215346786121,-2.854656150613092,-1.8091183923460576
688981.SH,2026-03-10,106.9,107.75,105.7,107.28,105.14,2.14,2.0354,318321.9,3400130.457,106.502,112.59850000000002,118.84583333333333,26.67364016736407,-3.744191066515967,-3.0325631337936674,-1.4232558654445988
688981.SH,2026-03-11,107.23,108.8,107.0,107.1,107.28,-0.18,-0.1678,279982.97,3016803.608,106.58399999999999,112.152,118.72783333333334,28.161236885698543,-3.704110037056253,-3.166872514446185,-1.0744750452201366
688981.SH,2026-03-12,107.0,108.55,104.95,106.01,107.1,-1.09,-1.0177,288819.77,3075181.737,106.40599999999999,111.7105,118.54133333333334,20.02268859897913,-3.717447007854986,-3.2769874131279453,-0.8809191894540813
688981.SH,2026-03-13,105.02,107.83,104.5,107.06,106.01,1.05,0.9905,341633.26,3642164.903,106.518,111.47350000000002,118.38699999999999,23.076923076923123,-3.6017714492744517,-3.341944220357247,-0.5196544578344096
688981.SH,2026-03-16,106.31,110.32,105.5,108.6,107.06,1.54,1.4384,422554.97,4559220.659,107.21000000000001,111.26849999999999,118.2585,30.756929637526667,-3.347247619055807,-3.3430049000969593,-0.008485437917695293
688981.SH,2026-03-17,108.54,108.58,105.99,106.02,108.6,-2.58,-2.3757,295718.04,3173439.587,106.958,110.82300000000001,118.13199999999999,25.96291012838803,-3.315501055561924,-3.3375041311899527,0.044006151256057
688981.SH,2026-03-18,105.78,106.88,105.25,106.6,106.02,0.58,0.5471,263345.92,2794678.901,106.85799999999999,110.343,117.962,26.173541963015623,-3.2065770977754227,-3.311318724507047,0.20948325346324825
688981.SH,2026-03-19,105.01,107.69,104.51,105.96,106.6,-0.64,-0.6004,378655.95,4001785.717,106.848,109.8905,117.8445,27.490039840637422,-3.135749756515054,-3.2762049309086483,0.2809103487871889
688981.SH,2026-03-20,105.2,105.72,102.18,102.18,105.96,-3.78,-3.5674,381294.75,3960183.826,105.872,109.17049999999999,117.70250000000001,25.80645161290323,-3.346061671407753,-3.2901762790084694,-0.11177078479856739
688981.SH,2026-03-23,100.01,101.99,97.4,98.04,102.18,-4.14,-4.0517,506671.26,5040929.175,103.75999999999999,108.22600000000003,117.44833333333334,25.903331769122488,-3.8029606170198917,-3.392733146610754,-0.8204549408182755
688981.SH,2026-03-24,98.9,99.37,97.25,99.25,98.04,1.21,1.2342,336803.26,3314641.85,102.40599999999999,107.3975,117.22250000000001,32.20095693779902,-4.021067077348263,-3.518399932758256,-1.0053342891800146
688981.SH,2026-03-25,99.67,100.94,99.28,99.99,99.25,0.74,0.7456,321306.43,3215491.219,101.084,106.59049999999999,116.99516666666666,33.87774148390102,-4.087092741966245,-3.632138494599854,-0.9099084947327825
688981.SH,2026-03-26,99.55,99.7,96.55,96.88,99.99,-3.11,-3.1103,313198.89,3067688.006,99.268,105.602,116.60233333333333,30.07456503728247,-4.340336863909485,-3.77377816846178,-1.1331173908954097
688981.SH,2026-03-27,96.0,98.39,95.87,97.5,96.88,0.62,0.64,280875.27,2738255.865,98.33200000000001,104.727,116.229,33.675213675213655,-4.439826282937275,-3.9069877913568796,-1.0656769831607917
688981.SH,2026-03-30,95.8,96.19,94.0,95.83,97.5,-1.67,-1.7128,328870.03,3130020.525,97.89,103.89200000000001,115.76933333333334,25.032708242477057,-4.600396895760326,-4.045669612237569,-1.109454567045514
688981.SH,2026-03-31,95.8,97.4,94.0,94.05,95.83,-1.78,-1.8575,293839.03,2809492.923,96.85,103.179,115.2855,23.399918467183,-4.815768208989098,-4.199689331587876,-1.2321577548024454
688981.SH,2026-04-01,96.4,96.7,94.81,96.33,94.05,2.28,2.4242,325648.08,3121615.312,96.118,102.66100000000002,114.85600000000001,31.181959564541174,-4.747745526088693,-4.309300570488039,-0.8768899112013067
688981.SH,2026-04-02,95.5,95.79,92.51,93.2,96.33,-3.13,-3.2492,293828.32,2760191.974,95.38199999999999,101.976,114.36766666666668,25.07194244604314,-4.890032648875106,-4.425446986165453,-0.9291713254193059
688981.SH,2026-04-03,93.41,93.94,91.76,91.78,93.2,-1.42,-1.5236,216461.63,2004261.621,94.238,101.24,113.80933333333333,19.617052023121374,-5.059060649361612,-4.552169718804685,-1.0137818611138538
688981.SH,2026-04-07,91.5,96.99,91.2,95.62,91.78,3.84,4.1839,458242.31,4340589.11,94.196,100.764,113.35583333333332,32.03178991015895,-4.8275120953341,-4.607238194110568,-0.44054780244706393
688981.SH,2026-04-08,99.02,101.54,99.02,101.18,95.62,5.56,5.8147,544697.12,5458085.866,95.622,100.45899999999999,112.87633333333333,42.01061320754719,-4.147552264169136,-4.515301008122282,0.7354974879062937
688981.SH,2026-04-09,99.4,101.2,99.2,99.72,101.18,-1.46,-1.443,310716.53,3111335.889,96.3,100.09,112.341,41.01899827288428,-3.684021886314312,-4.349045183760689,1.3300465948927531
688981.SH,2026-04-10,101.0,102.79,100.68,101.01,99.72,1.29,1.2936,406305.14,4130861.809,97.86200000000001,99.84,111.85816666666668,48.18604651162791,-3.175967922054099,-4.114429731419371,1.8769236187305438
688981.SH,2026-04-13,99.85,102.8,99.72,100.64,101.01,-0.37,-0.3663,351885.22,3554994.262,99.634,99.519,111.36633333333333,54.56460674157302,-2.7712422472399254,-3.845792234583482,2.149099974687113
688981.SH,2026-04-14,102.1,102.28,100.38,101.52,100.64,0.88,0.8744,370910.59,3760621.304,100.814,99.16499999999999,110.91033333333333,54.03197158081704,-2.3523689436420483,-3.547107576395195,2.3894772655062937
688981.SH,2026-04-15,102.05,106.1,101.8,103.91,101.52,2.39,2.3542,704839.0,7336887.912,101.35999999999999,99.0595,110.5145,56.57718120805369,-1.806728959983971,-3.1990318531129507,2.784605786257959
688981.SH,2026-04-16,103.5,105.0,103.0,104.18,103.91,0.27,0.2598,393721.35,4092706.42,102.252,98.9385,110.19033333333333,63.538575667655785,-1.337105280935802,-2.826646538677521,2.979082515483438
688981.SH,2026-04-17,103.82,107.3,103.27,105.23,104.18,1.05,1.0079,503755.27,5313222.52,103.096,98.902,109.86933333333333,64.11098941219423,-0.8701681502748642,-2.43535086099699,3.1303654214442513
688981.SH,2026-04-20,105.93,108.6,105.01,107.96,105.23,2.73,2.5943,547702.62,5872447.693,104.55999999999999,99.191,109.59466666666667,71.31810193321616,-0.2766399920615896,-2.0036086872099097,3.45393739029664
688981.SH,2026-04-21,107.33,108.15,105.68,107.46,107.96,-0.5,-0.4631,372584.25,3976054.595,105.748,99.662,109.26916666666666,74.67795362532203,0.1516414993255779,-1.5725586499028124,3.4484002984567805
688981.SH,2026-04-22,106.8,108.08,106.5,107.87,107.46,0.41,0.3815,375216.74,4023321.89,106.54,100.09299999999999,108.97883333333333,72.80632411067192,0.5181681207904489,-1.1544132957641602,3.3451628331092182
688981.SH,2026-04-23,108.88,109.12,105.2,105.98,107.87,-1.89,-1.7521,441491.01,4724880.091,106.9,100.3925,108.70883333333335,76.55860349127178,0.6486585721285536,-0.7937989221856175,2.884914988628342
688981.SH,2026-04-24,105.58,113.25,104.61,110.96,105.98,4.98,4.699,910703.63,9980491.748,108.046,101.0965,108.43833333333333,84.72121650977549,1.140767517511648,-0.4068856342461644,3.095306303515625
688981.SH,2026-04-27,113.25,117.69,112.6,116.58,110.96,5.62,5.0649,970295.86,11249548.325,109.76999999999998,102.05050000000001,108.268,85.64625850340133,1.961641847740438,0.06681986215115608,3.789643971178564
688981.SH,2026-04-28,115.24,117.64,113.02,114.0,116.58,-2.58,-2.2131,625007.3,7209850.228,111.078,102.95899999999999,108.08533333333335,74.26192278576832,2.3766101480878916,0.5287779193385033,3.6956644574987765
688981.SH,2026-04-29,113.35,113.82,109.78,112.47,114.0,-1.53,-1.3421,514882.54,5750212.698,111.998,103.88,107.92783333333334,74.06568516421291,2.5525926039374554,0.9335408562582936,3.2381034953583234
688981.SH,2026-04-30,113.31,119.88,113.3,118.73,112.47,6.26,5.5659,1018382.85,11911527.206,114.548,105.0,107.83916666666667,78.16274634456451,3.160754441381556,1.3789835732829463,3.5635417361972195
688981.SH,2026-05-06,122.0,128.12,121.74,123.1,118.73,4.37,3.6806,1292940.51,16176667.799,116.976,106.495,107.74833333333332,81.66948674562887,3.9498185084231636,1.89315056031099,4.113335896224347
688981.SH,2026-05-07,125.11,127.48,122.22,125.34,123.1,2.24,1.8197,842774.03,10482928.52,118.728,108.173,107.79733333333334,82.34655078761543,4.701708378516457,2.4548621239520836,4.493692509128747
688981.SH,2026-05-08,122.9,123.19,120.05,120.31,125.34,-5.03,-4.0131,708618.1,8595731.864,119.99000000000001,109.4075,107.753,70.78053725291434,4.835961600059463,2.9310820191735596,3.8097591617718063
688981.SH,2026-05-11,122.99,124.57,121.9,122.52,120.31,2.21,1.8369,814859.72,10017304.327,122.0,110.47449999999999,107.844,72.14975845410628,5.062331370783355,3.357331889495519,3.4099989625756715
688981.SH,2026-05-12,124.44,125.44,120.0,121.98,122.52,-0.54,-0.4407,817732.34,10018643.228,122.65,111.5875,107.94316666666667,70.48178038640255,5.138919295187733,3.713649370633962,2.850539849107543
688981.SH,2026-05-13,119.0,122.5,116.04,121.86,121.98,-0.12,-0.0984,954951.48,11374279.337,122.402,112.63,108.06016666666666,68.15569487983282,5.130788246841448,3.9970771458754593,2.2674222019319767
688981.SH,2026-05-14,121.92,124.04,117.0,117.9,121.86,-3.96,-3.2496,790650.15,9451219.953,120.91400000000002,113.49300000000001,108.16183333333333,62.50598945855297,4.750049810138904,4.147671678728148,1.2047562628215118
688981.SH,2026-05-15,121.0,125.0,118.48,119.02,117.9,1.12,0.95,1328100.54,16152497.227,120.65599999999999,114.36800000000001,108.26716666666667,63.13309776207303,4.486963572720796,4.215530057526678,0.542867030388237
688981.SH,2026-05-18,117.4,120.34,115.6,117.62,119.02,-1.4,-1.1763,748969.19,8855418.364,119.676,115.05350000000001,108.312,63.87035271687323,4.118027477048813,4.196029541431105,-0.15600412876458414
688981.SH,2026-05-19,116.16,118.88,112.68,118.82,117.62,1.2,1.0202,840269.78,9713877.346,119.04400000000001,115.7855,108.35566666666666,60.2933473022525,3.8777723881086814,4.13237811076662,-0.5092114453158771
688981.SH,2026-05-20,118.0,136.63,117.5,133.81,118.82,14.99,12.6157,2248800.56,28996720.135,121.43400000000001,117.2145,108.66900000000001,68.11777076761305,4.841130681524717,4.27412862491824,1.1340041132129546
688981.SH,2026-05-21,134.0,137.63,127.1,127.22,133.81,-6.59,-4.9249,1546776.71,20601829.525,123.298,118.17749999999998,108.84633333333333,62.820015515903805,5.015030989112489,4.42230909775709,1.1854437827107986
688981.SH,2026-05-22,129.33,132.18,126.5,131.33,127.22,4.11,3.2306,1199477.88,15516843.653,125.75999999999999,119.37100000000001,109.08633333333334,67.41780568895459,5.421989566406467,4.622245191486965,1.5994887498390025
688981.SH,2026-05-25,136.0,157.6,136.0,156.0,131.33,24.67,18.7847,2521802.26,37253708.024,133.436,121.77749999999999,109.756,75.68573397656789,7.647019909683436,5.22720013512626,4.839639549114352
688981.SH,2026-05-26,150.73,154.44,145.5,149.18,156.0,-6.82,-4.3718,1799242.41,26787296.677,139.508,123.9375,110.30683333333334,67.38666666666668,8.759086191057904,5.933577346312589,5.651017689490629
688981.SH,2026-05-27,150.0,153.52,145.0,146.22,149.18,-2.96,-1.9842,1234983.75,18473692.356,141.99,125.70049999999999,110.79966666666665,63.787638668779714,9.294419189957452,6.605745715041562,5.3773469498317805
688981.SH,2026-05-28,146.0,159.05,146.0,153.7,146.22,7.48,5.1156,1608231.75,24822318.598,147.286,127.5565,111.44466666666668,71.35729819623897,10.204615480377825,7.325519668108814,5.758191624538021
688981.SH,2026-05-29,150.92,152.38,138.49,139.91,153.7,-13.79,-8.972,1536812.64,22138462.395,149.002,128.852,111.90100000000001,59.68802228412257,9.701383337768391,7.80069240204073,3.8013818714553214
688981.SH,2026-06-01,139.76,140.8,132.04,132.44,139.91,-7.47,-5.3391,1008849.14,13645017.172,144.29,129.8505,112.30316666666666,55.40959867604468,8.600658629595557,7.9606856475516965,1.2799459640877213
688981.SH,2026-06-02,132.98,135.5,129.3,132.48,132.44,0.04,0.0302,923688.2,12256037.221,140.95,130.538,112.733,55.49689440993788,7.643445155903493,7.897237549222056,-0.5075847866371266
688981.SH,2026-06-03,132.0,138.75,131.85,134.0,132.48,1.52,1.1473,992127.45,13487781.965,138.506,131.08300000000003,113.18466666666667,58.54927782497875,6.92764035280112,7.703318109937869,-1.5513555142734976
688981.SH,2026-06-04,131.0,137.57,130.0,134.88,134.0,0.88,0.6567,778526.88,10493292.686,134.74200000000002,131.56,113.65766666666666,58.44335604770017,6.358076585666197,7.4342698050835345,-2.152386438834675
688981.SH,2026-06-05,131.0,134.75,126.7,127.4,134.88,-7.48,-5.5457,934574.33,12150117.807,132.23999999999998,131.9145,114.02866666666667,54.89,5.2426852970486095,6.9959529034765495,-3.50653521285588
688981.SH,2026-06-08,120.0,124.28,120.0,121.92,127.4,-5.48,-4.3014,781225.59,9545783.582,130.136,131.8845,114.27266666666668,51.486382815496746,3.871906534775036,6.371143629736247,-4.9984741899224225
688981.SH,2026-06-09,123.5,128.03,120.89,127.3,121.92,5.38,4.4127,769662.77,9607775.526,129.1,132.15050000000002,114.60933333333334,46.561740783775214,3.1829840682099757,5.733511717430993,-5.101055298442034
688981.SH,2026-06-10,125.0,131.18,124.5,125.34,127.3,-1.96,-1.5397,669094.14,8511488.618,127.36799999999998,132.3245,114.93149999999999,48.956019546868056,2.4506033998959538,5.076930053923985,-5.252653308056063
688981.SH,2026-06-11,124.0,129.08,123.01,127.4,125.34,2.06,1.6435,626275.99,7935636.355,125.872,132.7995,115.27050000000001,47.76679168087282,2.0132042620442405,4.464184895548036,-4.901961267007591
688981.SH,2026-06-12,131.64,134.87,124.37,124.88,127.4,-2.52,-1.978,817437.29,10575818.607,125.36800000000001,133.0925,115.54183333333334,26.366950182260013,1.4465444900858557,3.8606568144556004,-4.828224648739489
688981.SH,2026-06-15,128.59,131.0,124.89,130.52,124.88,5.64,4.5163,728604.09,9404695.623,127.08800000000001,133.7375,115.95016666666668,35.57067738942159,1.436009973707229,3.3757274463059264,-3.879434945197395
688981.SH,2026-06-16,131.0,134.34,127.93,130.14,130.52,-0.38,-0.2911,745583.01,9738547.521,127.65599999999999,134.30349999999999,116.3425,37.048969072164944,1.3810782588953998,2.976797608823821,-3.1914386998568425
688981.SH,2026-06-17,127.91,134.88,126.68,134.7,130.14,4.56,3.5039,963562.12,12699097.858,129.528,134.348,116.8215,33.94185260311022,1.6860624907790793,2.718650585214873,-2.065176188871587
688981.SH,2026-06-18,136.11,144.63,132.88,140.7,134.7,6.0,4.4543,1244937.14,17289251.566,132.18800000000002,135.022,117.4635,50.76893128284991,2.38442834207504,2.6518061365869063,-0.5347555890237325
688981.SH,2026-06-22,140.78,148.0,140.0,145.59,140.7,4.89,3.4755,1060960.58,15251149.626,136.32999999999998,135.735,118.256,63.476122156179535,3.294493572098105,2.7803436236891463,1.0282998968179173
688981.SH,2026-06-23,143.58,148.3,139.6,141.7,145.59,-3.89,-2.6719,918201.09,13211881.994,138.56599999999997,135.02,118.9635,58.75759878419451,3.659650164599384,2.956204931871194,1.4068904654563799
688981.SH,2026-06-24,141.5,156.35,141.32,151.53,141.7,9.83,6.9372,1411623.83,21160854.009,142.844,135.1375,119.8225,64.38063986874485,4.688195641179021,3.30260307373276,2.771185134892523
688981.SH,2026-06-25,152.0,158.66,151.0,156.86,151.53,5.33,3.5175,1186102.37,18470621.628,147.276,135.6695,120.82216666666666,66.80428134556574,5.865794568514303,3.815241372689069,4.101106391650469
688981.SH,2026-06-26,153.7,156.22,146.5,148.76,156.86,-8.1,-5.1638,1076155.43,16171921.139,148.888,135.42249999999999,121.6765,66.1769160860345,6.075414302825266,4.267275958716309,3.616276688217914
688981.SH,2026-06-29,147.8,152.99,141.0,151.0,148.76,2.24,1.5058,1027401.01,15158412.01,149.97,135.977,122.596,73.1602421153233,6.349100256455529,4.683640818264153,3.3309188763827517
688981.SH,2026-06-30,152.05,160.66,150.0,158.82,151.0,7.82,5.1788,1066795.41,16679545.014,153.394,137.296,123.6755,74.16436675866294,7.114989818342963,5.169910618279915,3.8901584001260954
688981.SH,2026-07-01,160.19,166.88,152.31,154.48,158.82,-4.34,-2.7327,1146777.18,18327904.135,153.98399999999998,138.396,124.64466666666665,71.55325443786977,7.287752411635495,5.593478976951031,3.388546869368927
