date,type,signal_price,execution_price,shares,commission,slippage,total_cost,cash_after,position_after
2025-01-20,BUY,284.43,284.71443,350,99.6500505,99.55049999999517,199.2005504999952,250.29944950000208,350
2025-07-29,SELL,111.42,111.30858,350,38.958003000000005,38.996999999998394,77.9550029999984,39169.34444650001,0
2026-04-16,BUY,105.54,105.64554,370,39.0888498,39.04979999999654,78.13864979999653,41.405796700011706,370
2026-06-04,SELL,93.44,93.34656,370,34.5382272,34.5728000000004,69.1110272000004,34545.094769500014,0
