ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
601857.SH,2025-01-09,8.99,9.03,8.7,8.82,9.05,-0.23,-2.5414,1536295.38,1361696.664
601857.SH,2025-01-10,8.86,8.91,8.69,8.75,8.82,-0.07,-0.7937,1434638.02,1258431.039
601857.SH,2025-01-13,8.9,8.95,8.72,8.87,8.75,0.12,1.3714,1781679.45,1578493.988
601857.SH,2025-01-14,8.81,8.91,8.75,8.9,8.87,0.03,0.3382,1588846.8,1407341.963
601857.SH,2025-01-15,8.86,9.02,8.79,8.86,8.9,-0.04,-0.4494,1414869.0,1258878.298
601857.SH,2025-01-16,8.93,9.04,8.88,9.0,8.86,0.14,1.5801,1534548.11,1378337.203
601857.SH,2025-01-17,8.95,8.98,8.82,8.83,9.0,-0.17,-1.8889,1502696.86,1334267.977
601857.SH,2025-01-20,8.82,8.82,8.55,8.57,8.83,-0.26,-2.9445,2354035.62,2033703.848
601857.SH,2025-01-21,8.53,8.56,8.41,8.45,8.57,-0.12,-1.4002,1522666.47,1288524.298
601857.SH,2025-01-22,8.41,8.44,8.2,8.23,8.45,-0.22,-2.6036,1922712.49,1592888.788
601857.SH,2025-01-23,8.26,8.37,8.24,8.26,8.23,0.03,0.3645,1523745.77,1262909.903
601857.SH,2025-01-24,8.23,8.29,8.17,8.22,8.26,-0.04,-0.4843,1491771.43,1228142.328
601857.SH,2025-01-27,8.22,8.35,8.19,8.33,8.22,0.11,1.3382,1553731.68,1288482.458
601857.SH,2025-02-05,8.33,8.34,8.11,8.15,8.33,-0.18,-2.1609,1525252.62,1244000.94
601857.SH,2025-02-06,8.15,8.22,8.13,8.2,8.15,0.05,0.6135,1075761.08,879061.201
601857.SH,2025-02-07,8.18,8.27,8.14,8.26,8.2,0.06,0.7317,1382160.08,1135260.197
601857.SH,2025-02-10,8.25,8.28,8.2,8.23,8.26,-0.03,-0.3632,1106241.45,911054.683
601857.SH,2025-02-11,8.25,8.35,8.23,8.29,8.23,0.06,0.729,1479381.77,1225927.515
601857.SH,2025-02-12,8.3,8.3,8.23,8.28,8.29,-0.01,-0.1206,1095269.61,904916.887
601857.SH,2025-02-13,8.21,8.27,8.19,8.23,8.28,-0.05,-0.6039,1339343.69,1102558.946
601857.SH,2025-02-14,8.23,8.24,8.08,8.11,8.23,-0.12,-1.4581,2476827.14,2010647.106
601857.SH,2025-02-17,8.08,8.09,8.02,8.06,8.11,-0.05,-0.6165,1784355.93,1435086.28
601857.SH,2025-02-18,8.05,8.14,8.0,8.07,8.06,0.01,0.1241,2101961.49,1697319.133
601857.SH,2025-02-19,8.07,8.07,7.96,7.98,8.07,-0.09,-1.1152,2269005.64,1814932.772
601857.SH,2025-02-20,7.98,8.04,7.95,8.01,7.98,0.03,0.3759,1332230.14,1065418.434
601857.SH,2025-02-21,8.03,8.03,7.94,7.99,8.01,-0.02,-0.2497,1375608.96,1097409.77
601857.SH,2025-02-24,7.94,7.96,7.88,7.9,7.99,-0.09,-1.1264,1794475.66,1419342.285
601857.SH,2025-02-25,7.9,7.95,7.8,7.81,7.9,-0.09,-1.1392,1792672.07,1410284.452
601857.SH,2025-02-26,7.77,7.85,7.75,7.79,7.81,-0.02,-0.2561,1600730.74,1245567.492
601857.SH,2025-02-27,7.78,7.88,7.73,7.88,7.79,0.09,1.1553,2098979.58,1641711.814
601857.SH,2025-02-28,7.85,7.97,7.84,7.86,7.88,-0.02,-0.2538,2016126.95,1596440.424
601857.SH,2025-03-03,7.9,7.94,7.8,7.83,7.86,-0.03,-0.3817,1550702.51,1217326.47
601857.SH,2025-03-04,7.78,7.78,7.61,7.62,7.83,-0.21,-2.682,2474927.04,1893446.278
601857.SH,2025-03-05,7.6,7.68,7.58,7.65,7.62,0.03,0.3937,1404066.7,1071286.269
601857.SH,2025-03-06,7.59,7.66,7.56,7.65,7.65,0.0,0.0,1856581.63,1412400.099
601857.SH,2025-03-07,7.63,7.74,7.62,7.69,7.65,0.04,0.5229,1766140.24,1356045.916
601857.SH,2025-03-10,7.68,7.73,7.63,7.66,7.69,-0.03,-0.3901,1205262.69,924338.346
601857.SH,2025-03-11,7.61,7.7,7.6,7.7,7.66,0.04,0.5222,1041782.19,797682.491
601857.SH,2025-03-12,7.7,7.73,7.65,7.67,7.7,-0.03,-0.3896,946387.19,726258.456
601857.SH,2025-03-13,7.72,7.83,7.7,7.82,7.67,0.15,1.9557,2243719.62,1744753.007
601857.SH,2025-03-14,7.79,7.85,7.79,7.84,7.82,0.02,0.2558,1748714.84,1368910.024
601857.SH,2025-03-17,7.88,7.94,7.87,7.92,7.84,0.08,1.0204,1483619.49,1174748.017
601857.SH,2025-03-18,7.93,7.94,7.86,7.9,7.92,-0.02,-0.2525,955414.5,754855.979
601857.SH,2025-03-19,7.86,7.92,7.86,7.88,7.9,-0.02,-0.2532,783274.3,618022.362
601857.SH,2025-03-20,7.88,7.97,7.88,7.95,7.88,0.07,0.8883,1304212.68,1036316.553
601857.SH,2025-03-21,7.98,8.09,7.94,7.96,7.95,0.01,0.1258,2092424.75,1679500.175
601857.SH,2025-03-24,7.96,8.0,7.9,7.99,7.96,0.03,0.3769,1263745.62,1005792.729
601857.SH,2025-03-25,7.99,8.08,7.97,8.08,7.99,0.09,1.1264,1167963.22,939927.147
601857.SH,2025-03-26,8.08,8.15,8.06,8.11,8.08,0.03,0.3713,1046474.29,847715.415
601857.SH,2025-03-27,8.11,8.19,8.1,8.18,8.11,0.07,0.8631,1258087.49,1026676.485
601857.SH,2025-03-28,8.16,8.17,8.07,8.08,8.18,-0.1,-1.2225,1294322.2,1049584.431
601857.SH,2025-03-31,8.1,8.24,8.07,8.22,8.08,0.14,1.7327,2032177.73,1665459.41
601857.SH,2025-04-01,8.25,8.3,8.2,8.25,8.22,0.03,0.365,1367109.92,1126953.122
601857.SH,2025-04-02,8.25,8.27,8.15,8.17,8.25,-0.08,-0.9697,1030759.12,843487.312
601857.SH,2025-04-03,8.04,8.17,8.02,8.14,8.17,-0.03,-0.3672,1195079.42,968689.499
601857.SH,2025-04-07,7.54,7.66,7.33,7.34,8.14,-0.8,-9.828,3955674.56,2938412.876
601857.SH,2025-04-08,7.41,7.75,7.33,7.7,7.34,0.36,4.9046,3366438.08,2532699.725
601857.SH,2025-04-09,7.6,7.6,7.4,7.54,7.7,-0.16,-2.0779,3461384.48,2589234.38
601857.SH,2025-04-10,7.64,7.67,7.52,7.58,7.54,0.04,0.5305,2508697.67,1900985.48
601857.SH,2025-04-11,7.56,7.58,7.49,7.56,7.58,-0.02,-0.2639,1474061.06,1111267.395
601857.SH,2025-04-14,7.56,7.7,7.55,7.69,7.56,0.13,1.7196,1697705.57,1296243.743
601857.SH,2025-04-15,7.68,7.76,7.66,7.75,7.69,0.06,0.7802,1336538.03,1030930.858
601857.SH,2025-04-16,7.73,8.0,7.7,7.98,7.75,0.23,2.9677,2156863.88,1690796.516
601857.SH,2025-04-17,7.97,8.0,7.91,7.99,7.98,0.01,0.1253,1022839.76,814511.027
601857.SH,2025-04-18,8.0,8.08,7.95,7.99,7.99,0.0,0.0,1071083.27,857490.198
601857.SH,2025-04-21,7.96,8.01,7.92,7.94,7.99,-0.05,-0.6258,804014.23,639785.891
601857.SH,2025-04-22,7.92,8.05,7.91,8.01,7.94,0.07,0.8816,1079580.84,864868.192
601857.SH,2025-04-23,8.06,8.07,7.98,8.0,8.01,-0.01,-0.1248,745146.41,597164.691
601857.SH,2025-04-24,7.98,8.03,7.97,8.0,8.0,0.0,0.0,641254.64,513493.485
601857.SH,2025-04-25,8.02,8.04,7.95,7.96,8.0,-0.04,-0.5,764798.28,610264.607
601857.SH,2025-04-28,7.97,8.04,7.92,8.02,7.96,0.06,0.7538,892856.58,714439.798
601857.SH,2025-04-29,7.96,8.01,7.92,7.94,8.02,-0.08,-0.9975,806642.29,641738.823
601857.SH,2025-04-30,7.95,8.03,7.94,7.99,7.94,0.05,0.6297,893545.21,714431.984
601857.SH,2025-05-06,7.97,7.98,7.89,7.96,7.99,-0.03,-0.3755,1224980.58,972670.118
601857.SH,2025-05-07,8.1,8.11,7.99,8.1,7.96,0.14,1.7588,1418987.67,1143322.917
601857.SH,2025-05-08,8.05,8.14,8.04,8.05,8.1,-0.05,-0.6173,745340.2,602788.804
601857.SH,2025-05-09,8.1,8.15,8.09,8.1,8.05,0.05,0.6211,738469.09,599432.206
601857.SH,2025-05-12,8.15,8.17,8.09,8.14,8.1,0.04,0.4938,704514.07,573215.256
601857.SH,2025-05-13,8.16,8.24,8.13,8.2,8.14,0.06,0.7371,944138.7,773688.233
601857.SH,2025-05-14,8.22,8.35,8.19,8.33,8.2,0.13,1.5854,1278807.96,1059911.365
601857.SH,2025-05-15,8.29,8.35,8.25,8.28,8.33,-0.05,-0.6002,846617.9,702462.453
601857.SH,2025-05-16,8.25,8.29,8.13,8.15,8.28,-0.13,-1.57,1055128.57,862145.941
601857.SH,2025-05-19,8.15,8.23,8.15,8.18,8.15,0.03,0.3681,743488.0,609442.364
601857.SH,2025-05-20,8.22,8.23,8.17,8.2,8.18,0.02,0.2445,535846.65,439205.503
601857.SH,2025-05-21,8.23,8.3,8.23,8.27,8.2,0.07,0.8537,806758.07,667197.63
601857.SH,2025-05-22,8.25,8.32,8.24,8.3,8.27,0.03,0.3628,736093.97,610192.484
601857.SH,2025-05-23,8.3,8.32,8.18,8.18,8.3,-0.12,-1.4458,836929.74,689422.365
601857.SH,2025-05-26,8.19,8.24,8.15,8.19,8.18,0.01,0.1222,700118.99,573590.681
601857.SH,2025-05-27,8.18,8.23,8.16,8.17,8.19,-0.02,-0.2442,547481.08,448083.48
601857.SH,2025-05-28,8.17,8.36,8.15,8.34,8.17,0.17,2.0808,1460101.67,1211705.597
601857.SH,2025-05-29,8.35,8.41,8.3,8.31,8.34,-0.03,-0.3597,803117.64,670513.033
601857.SH,2025-05-30,8.3,8.37,8.26,8.29,8.31,-0.02,-0.2407,974241.1,810960.568
601857.SH,2025-06-03,8.33,8.38,8.28,8.3,8.29,0.01,0.1206,770795.12,640322.213
601857.SH,2025-06-04,8.32,8.39,8.28,8.39,8.3,0.09,1.0843,770617.54,644458.234
601857.SH,2025-06-05,8.38,8.44,8.38,8.39,8.39,0.0,0.0,745060.6,625602.487
601857.SH,2025-06-06,8.4,8.56,8.39,8.51,8.39,0.12,1.4303,1058664.53,899095.869
601857.SH,2025-06-09,8.56,8.65,8.51,8.63,8.51,0.12,1.4101,1157942.47,994661.587
601857.SH,2025-06-10,8.66,8.75,8.63,8.72,8.63,0.09,1.0429,1467197.81,1277002.931
601857.SH,2025-06-11,8.73,8.88,8.71,8.85,8.72,0.13,1.4908,1253627.79,1104332.753
601857.SH,2025-06-12,8.9,8.93,8.81,8.88,8.85,0.03,0.339,1325072.96,1176127.596
601857.SH,2025-06-13,9.02,9.14,8.89,8.99,8.88,0.11,1.2387,1916199.2,1720534.448
601857.SH,2025-06-16,9.03,9.08,8.89,9.02,8.99,0.03,0.3337,1914127.22,1721733.308
601857.SH,2025-06-17,8.97,9.18,8.96,9.18,9.02,0.16,1.7738,1879554.55,1710699.426
601857.SH,2025-06-18,9.2,9.26,9.14,9.18,9.18,0.0,0.0,1352390.18,1244301.02
601857.SH,2025-06-19,9.18,9.26,9.04,9.25,9.18,0.07,0.7625,2294334.29,2102088.607
601857.SH,2025-06-20,9.2,9.24,9.1,9.16,9.25,-0.09,-0.973,1378424.81,1262271.2
601857.SH,2025-06-23,9.24,9.28,9.01,9.09,9.16,-0.07,-0.7642,2268612.59,2063231.514
601857.SH,2025-06-24,8.85,9.0,8.66,8.96,9.09,-0.13,-1.4301,2170967.35,1929393.489
601857.SH,2025-06-25,8.72,8.75,8.61,8.69,8.71,-0.02,-0.2296,1467849.2,1273066.399
601857.SH,2025-06-26,8.69,8.78,8.67,8.74,8.69,0.05,0.5754,1152638.94,1007151.515
601857.SH,2025-06-27,8.74,8.74,8.59,8.62,8.74,-0.12,-1.373,1208817.33,1046804.77
601857.SH,2025-06-30,8.61,8.64,8.48,8.55,8.62,-0.07,-0.8121,1124288.63,960899.659
601857.SH,2025-07-01,8.56,8.7,8.5,8.64,8.55,0.09,1.0526,1010750.28,870205.911
601857.SH,2025-07-02,8.64,8.66,8.59,8.6,8.64,-0.04,-0.463,784194.5,675906.518
601857.SH,2025-07-03,8.63,8.64,8.54,8.55,8.6,-0.05,-0.5814,800816.4,686039.114
601857.SH,2025-07-04,8.55,8.61,8.53,8.6,8.55,0.05,0.5848,890424.01,763643.449
601857.SH,2025-07-07,8.6,8.6,8.45,8.53,8.6,-0.07,-0.814,876281.32,745382.746
601857.SH,2025-07-08,8.55,8.62,8.51,8.57,8.53,0.04,0.4689,906763.1,777068.037
601857.SH,2025-07-09,8.59,8.73,8.58,8.58,8.57,0.01,0.1167,1245673.24,1079795.604
601857.SH,2025-07-10,8.6,8.73,8.6,8.66,8.58,0.08,0.9324,1219338.99,1057905.307
601857.SH,2025-07-11,8.66,8.82,8.65,8.65,8.66,-0.01,-0.1155,2433816.26,2127927.146
601857.SH,2025-07-14,8.69,8.92,8.69,8.88,8.65,0.23,2.659,2046116.06,1809087.801
601857.SH,2025-07-15,8.86,8.96,8.82,8.93,8.88,0.05,0.5631,1633159.04,1452534.859
601857.SH,2025-07-16,8.93,9.06,8.91,8.98,8.93,0.05,0.5599,1298163.76,1166430.128
601857.SH,2025-07-17,8.98,9.03,8.87,8.91,8.98,-0.07,-0.7795,1280390.88,1140910.842
601857.SH,2025-07-18,8.93,8.97,8.87,8.91,8.91,0.0,0.0,727547.38,648388.687
601857.SH,2025-07-21,8.9,8.97,8.87,8.93,8.91,0.02,0.2245,848143.73,757345.341
601857.SH,2025-07-22,8.91,9.06,8.86,9.01,8.93,0.08,0.8959,1459047.81,1309021.412
