ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300750.SZ,2024-11-07,258.0,262.8,253.88,262.8,256.5,6.3,2.4561,335710.27,8698717.049
300750.SZ,2024-11-08,269.66,272.0,257.1,257.5,262.8,-5.3,-2.0167,402941.27,10612727.375
300750.SZ,2024-11-11,252.35,268.99,251.01,267.5,257.5,10.0,3.8835,491539.07,12844920.272
300750.SZ,2024-11-12,278.28,285.2,270.98,273.02,267.5,5.52,2.0636,744030.08,20764206.51
300750.SZ,2024-11-13,269.0,288.2,266.77,282.0,273.02,8.98,3.2891,557736.88,15410247.018
300750.SZ,2024-11-14,283.0,284.99,274.66,275.0,282.0,-7.0,-2.4823,426572.1,11940874.424
300750.SZ,2024-11-15,269.5,275.0,265.56,265.56,275.0,-9.44,-3.4327,351983.17,9488134.618
300750.SZ,2024-11-18,265.56,270.95,261.0,262.92,265.56,-2.64,-0.9941,306500.1,8135717.136
300750.SZ,2024-11-19,262.02,272.0,258.0,268.72,262.92,5.8,2.206,348128.87,9211079.121
300750.SZ,2024-11-20,266.95,269.9,264.6,267.55,268.72,-1.17,-0.4354,227087.78,6060616.029
300750.SZ,2024-11-21,265.66,271.43,263.66,268.26,267.55,0.71,0.2654,205508.27,5510533.65
300750.SZ,2024-11-22,267.93,269.0,258.88,259.1,268.26,-9.16,-3.4146,225551.01,5937579.845
300750.SZ,2024-11-25,263.06,266.56,261.18,264.1,259.1,5.0,1.9298,262390.71,6923644.963
300750.SZ,2024-11-26,261.57,263.97,255.66,256.72,264.1,-7.38,-2.7944,273604.05,7076484.876
300750.SZ,2024-11-27,254.7,260.9,251.47,259.9,256.72,3.18,1.2387,274006.65,7033615.362
300750.SZ,2024-11-28,259.2,259.53,253.5,254.7,259.9,-5.2,-2.0008,223555.98,5728197.56
300750.SZ,2024-11-29,251.23,267.99,251.23,261.24,254.7,6.54,2.5677,313662.72,8192074.188
300750.SZ,2024-12-02,258.64,263.55,257.21,262.19,261.24,0.95,0.3637,206475.47,5387882.834
300750.SZ,2024-12-03,261.0,262.99,259.0,261.84,262.19,-0.35,-0.1335,173107.89,4514867.562
300750.SZ,2024-12-04,260.0,262.0,257.5,258.97,261.84,-2.87,-1.0961,161813.95,4186965.339
300750.SZ,2024-12-05,257.99,258.95,255.01,256.0,258.97,-2.97,-1.1469,160215.8,4109014.222
300750.SZ,2024-12-06,256.0,269.9,255.0,266.55,256.0,10.55,4.1211,330381.36,8719647.874
300750.SZ,2024-12-09,266.99,269.66,264.41,268.05,266.55,1.5,0.5627,224560.9,6005103.479
300750.SZ,2024-12-10,281.28,281.5,269.33,270.57,268.05,2.52,0.9401,329044.36,9035442.04
300750.SZ,2024-12-11,273.96,279.5,266.52,267.1,270.57,-3.47,-1.2825,194008.21,5262014.872
300750.SZ,2024-12-12,265.9,275.38,265.2,273.71,267.1,6.61,2.4747,223295.14,6055502.392
300750.SZ,2024-12-13,269.88,272.0,266.0,267.03,273.71,-6.68,-2.4405,283164.41,7596460.115
300750.SZ,2024-12-16,266.22,269.5,264.05,267.2,267.03,0.17,0.0637,162575.08,4333963.457
300750.SZ,2024-12-17,267.0,278.0,266.54,273.8,267.2,6.6,2.4701,282146.1,7746201.691
300750.SZ,2024-12-18,274.31,274.73,270.31,271.41,273.8,-2.39,-0.8729,150853.29,4110472.403
300750.SZ,2024-12-19,269.26,272.35,266.62,269.79,271.41,-1.62,-0.5969,153460.18,4137668.599
300750.SZ,2024-12-20,269.79,270.8,260.32,262.71,269.79,-7.08,-2.6243,277400.98,7313368.051
300750.SZ,2024-12-23,262.71,268.88,262.71,263.5,262.71,0.79,0.3007,206393.83,5482614.221
300750.SZ,2024-12-24,263.0,268.25,263.0,268.23,263.5,4.73,1.7951,196153.52,5229920.632
300750.SZ,2024-12-25,268.91,270.91,266.26,267.97,268.23,-0.26,-0.0969,114138.1,3058526.68
300750.SZ,2024-12-26,267.2,267.2,261.0,261.25,267.97,-6.72,-2.5077,224437.62,5898437.344
300750.SZ,2024-12-27,260.57,263.42,255.0,262.0,261.25,0.75,0.2871,243519.18,6338085.457
300750.SZ,2024-12-30,260.88,267.5,260.51,266.58,262.0,4.58,1.7481,226313.52,6013633.017
300750.SZ,2024-12-31,265.09,270.5,265.09,266.0,266.58,-0.58,-0.2176,249339.52,6694555.731
300750.SZ,2025-01-02,266.25,266.3,257.0,258.78,266.0,-7.22,-2.7143,233545.76,6090661.831
300750.SZ,2025-01-03,258.78,263.0,257.21,257.63,258.78,-1.15,-0.4444,185237.58,4812148.522
300750.SZ,2025-01-06,258.0,260.0,253.0,256.75,257.63,-0.88,-0.3416,172890.77,4433101.113
300750.SZ,2025-01-07,243.0,252.0,241.08,249.45,256.75,-7.3,-2.8432,401035.99,9934923.664
300750.SZ,2025-01-08,245.99,248.31,243.32,245.34,249.45,-4.11,-1.6476,271857.52,6681628.785
300750.SZ,2025-01-09,241.35,250.25,241.16,247.33,245.34,1.99,0.8111,169328.78,4168600.176
300750.SZ,2025-01-10,246.5,249.95,244.68,246.0,247.33,-1.33,-0.5377,147294.33,3643092.329
300750.SZ,2025-01-13,243.5,250.0,242.0,246.91,246.0,0.91,0.3699,180922.26,4467775.091
300750.SZ,2025-01-14,247.71,257.0,245.21,256.2,246.91,9.29,3.7625,202467.34,5108567.635
300750.SZ,2025-01-15,256.2,256.4,249.67,250.87,256.2,-5.33,-2.0804,150626.65,3798504.6
300750.SZ,2025-01-16,252.0,254.6,248.26,249.93,250.87,-0.94,-0.3747,161883.78,4056598.314
300750.SZ,2025-01-17,248.5,253.5,248.08,251.5,249.93,1.57,0.6282,111066.0,2786220.135
300750.SZ,2025-01-20,256.5,267.61,256.31,265.52,251.5,14.02,5.5746,342834.97,9048642.227
300750.SZ,2025-01-21,268.5,268.76,263.22,264.18,265.52,-1.34,-0.5047,138933.06,3681448.144
300750.SZ,2025-01-22,262.0,264.9,254.21,258.0,264.18,-6.18,-2.3393,250407.37,6440345.376
300750.SZ,2025-01-23,259.85,262.5,256.98,257.5,258.0,-0.5,-0.1938,165536.88,4291744.662
300750.SZ,2025-01-24,256.01,264.78,256.01,260.62,256.27,4.35,1.6974,224397.96,5876198.26
300750.SZ,2025-01-27,260.63,262.97,257.0,257.0,260.62,-3.62,-1.389,171026.37,4460049.869
300750.SZ,2025-02-05,260.0,262.0,251.05,252.12,257.0,-4.88,-1.8988,240481.4,6141794.779
300750.SZ,2025-02-06,251.0,253.49,249.2,253.1,252.12,0.98,0.3887,248961.01,6261792.98
300750.SZ,2025-02-07,257.0,262.56,251.62,261.28,253.1,8.18,3.2319,344412.54,8922582.684
300750.SZ,2025-02-10,261.28,261.47,255.18,258.45,261.28,-2.83,-1.0831,229267.1,5928297.101
300750.SZ,2025-02-11,260.44,260.5,251.06,251.8,258.45,-6.65,-2.573,247919.8,6268157.35
300750.SZ,2025-02-12,250.01,256.0,247.08,255.3,251.8,3.5,1.39,273822.14,6902713.445
300750.SZ,2025-02-13,255.99,263.99,255.1,261.39,255.3,6.09,2.3854,375349.67,9803005.761
300750.SZ,2025-02-14,261.53,273.0,261.53,269.71,261.39,8.32,3.183,387800.3,10409880.413
300750.SZ,2025-02-17,274.9,274.9,266.02,269.4,269.71,-0.31,-0.1149,241829.6,6513084.026
300750.SZ,2025-02-18,272.96,275.5,269.0,270.77,269.4,1.37,0.5085,238457.55,6497674.093
300750.SZ,2025-02-19,268.57,276.0,268.55,273.55,270.77,2.78,1.0267,204455.39,5580141.096
300750.SZ,2025-02-20,272.8,272.8,267.0,270.2,273.55,-3.35,-1.2246,195890.01,5267400.819
300750.SZ,2025-02-21,268.58,276.88,267.78,275.55,270.2,5.35,1.98,309519.06,8443562.273
300750.SZ,2025-02-24,273.01,274.7,268.16,271.5,275.55,-4.05,-1.4698,277537.62,7510840.228
300750.SZ,2025-02-25,267.48,274.0,264.51,269.48,271.5,-2.02,-0.744,232093.75,6243748.571
300750.SZ,2025-02-26,271.45,272.88,267.18,268.62,269.48,-0.86,-0.3191,211730.74,5698649.75
300750.SZ,2025-02-27,270.27,271.7,267.67,270.0,268.62,1.38,0.5137,231851.1,6250587.95
300750.SZ,2025-02-28,269.6,271.31,263.61,264.3,270.0,-5.7,-2.1111,222654.58,5935077.345
300750.SZ,2025-03-03,265.0,279.3,262.24,273.53,264.3,9.23,3.4922,387364.03,10603328.988
300750.SZ,2025-03-04,270.0,271.0,262.73,263.0,273.53,-10.53,-3.8497,268365.42,7115460.892
300750.SZ,2025-03-05,263.0,263.89,258.5,260.99,263.0,-2.01,-0.7643,208696.1,5438997.026
300750.SZ,2025-03-06,262.25,265.53,261.0,264.31,260.99,3.32,1.2721,250273.21,6601078.272
300750.SZ,2025-03-07,262.96,263.58,258.68,260.76,264.31,-3.55,-1.3431,222871.08,5812794.649
300750.SZ,2025-03-10,261.8,261.86,253.61,256.5,260.76,-4.26,-1.6337,286750.74,7355227.161
300750.SZ,2025-03-11,253.07,255.5,253.05,255.2,256.5,-1.3,-0.5068,171350.77,4355529.583
300750.SZ,2025-03-12,256.01,256.62,251.49,254.5,255.2,-0.7,-0.2743,199146.9,5058919.204
300750.SZ,2025-03-13,254.0,259.2,253.0,253.22,254.5,-1.28,-0.5029,168851.5,4316530.459
300750.SZ,2025-03-14,253.0,264.85,252.65,262.0,253.22,8.78,3.4673,351089.35,9148092.797
300750.SZ,2025-03-17,263.1,265.47,255.74,256.0,262.0,-6.0,-2.2901,335154.86,8685706.367
300750.SZ,2025-03-18,258.0,260.78,255.5,257.0,256.0,1.0,0.3906,225767.32,5817534.421
300750.SZ,2025-03-19,257.2,266.97,256.78,265.39,257.0,8.39,3.2646,369541.2,9737109.379
300750.SZ,2025-03-20,265.39,266.5,261.02,262.15,265.39,-3.24,-1.2208,144246.53,3794188.02
300750.SZ,2025-03-21,262.68,264.53,255.67,256.0,262.15,-6.15,-2.346,194320.06,5026360.932
300750.SZ,2025-03-24,257.7,258.98,256.28,258.16,256.0,2.16,0.8438,167302.17,4311680.873
300750.SZ,2025-03-25,257.71,260.0,255.29,259.48,258.16,1.32,0.5113,127857.78,3303477.32
300750.SZ,2025-03-26,259.4,262.7,256.7,256.92,259.48,-2.56,-0.9866,129046.26,3336108.308
300750.SZ,2025-03-27,256.19,262.8,254.25,258.88,256.92,1.96,0.7629,141792.06,3675726.42
300750.SZ,2025-03-28,256.11,258.88,255.8,256.8,258.88,-2.08,-0.8035,112420.68,2888588.258
300750.SZ,2025-03-31,256.06,257.98,252.12,252.94,256.8,-3.86,-1.5031,194633.55,4951863.266
300750.SZ,2025-04-01,252.94,254.5,248.58,249.06,252.94,-3.88,-1.534,194162.08,4862442.756
300750.SZ,2025-04-02,250.2,252.46,247.56,249.14,249.06,0.08,0.0321,137321.12,3433096.886
300750.SZ,2025-04-03,245.0,247.7,242.55,243.08,249.14,-6.06,-2.4324,232816.39,5693962.717
300750.SZ,2025-04-07,226.09,230.0,209.11,215.22,243.08,-27.86,-11.4612,723645.82,15811389.636
300750.SZ,2025-04-08,219.95,225.0,216.4,219.05,215.22,3.83,1.7796,476594.21,10471952.816
300750.SZ,2025-04-09,212.92,218.75,210.09,211.39,219.05,-7.66,-3.4969,536023.39,11459705.354
300750.SZ,2025-04-10,221.0,222.79,215.46,217.98,211.39,6.59,3.1175,372741.19,8168675.412
300750.SZ,2025-04-11,216.0,225.55,214.7,224.0,217.98,6.02,2.7617,302991.15,6696905.325
300750.SZ,2025-04-14,227.15,228.0,222.68,224.0,224.0,0.0,0.0,206965.04,4642121.045
300750.SZ,2025-04-15,226.0,230.45,225.12,228.15,224.0,4.15,1.8527,266865.42,6087451.73
300750.SZ,2025-04-16,227.0,227.18,221.55,224.89,228.15,-3.26,-1.4289,216550.96,4838764.472
300750.SZ,2025-04-17,223.0,227.33,222.22,226.0,224.89,1.11,0.4936,157376.59,3551280.611
300750.SZ,2025-04-18,225.21,226.5,223.66,225.46,226.0,-0.54,-0.2389,115127.94,2588857.715
300750.SZ,2025-04-21,225.46,235.0,224.18,231.36,225.46,5.9,2.6169,220081.91,5088523.082
300750.SZ,2025-04-22,230.0,231.16,227.2,230.69,226.82,3.87,1.7062,169354.23,3885729.764
300750.SZ,2025-04-23,235.0,238.75,233.0,233.35,230.69,2.66,1.1531,191979.8,4507058.716
300750.SZ,2025-04-24,234.5,238.66,232.25,236.87,233.35,3.52,1.5085,181554.39,4297351.278
300750.SZ,2025-04-25,237.2,237.92,235.09,236.6,236.87,-0.27,-0.114,127619.89,3016796.565
300750.SZ,2025-04-28,238.25,238.26,233.2,234.85,236.6,-1.75,-0.7396,143124.32,3357178.149
300750.SZ,2025-04-29,234.0,234.8,230.72,232.03,234.85,-2.82,-1.2008,167424.35,3892978.724
300750.SZ,2025-04-30,233.05,234.38,231.5,231.5,232.03,-0.53,-0.2284,156328.35,3635403.837
300750.SZ,2025-05-06,233.91,236.3,231.2,231.63,231.5,0.13,0.0562,196876.79,4591289.27
300750.SZ,2025-05-07,236.45,240.88,236.08,238.61,231.63,6.98,3.0134,312809.85,7444719.327
300750.SZ,2025-05-08,239.49,248.68,237.98,244.57,238.61,5.96,2.4978,312856.4,7666995.082
300750.SZ,2025-05-09,246.07,249.77,244.65,248.27,244.57,3.7,1.5129,236933.17,5858468.264
300750.SZ,2025-05-12,255.0,257.99,253.0,257.0,248.27,8.73,3.5163,302315.06,7731591.601
300750.SZ,2025-05-13,262.0,262.0,255.02,258.77,257.0,1.77,0.6887,204805.91,5281511.475
300750.SZ,2025-05-14,258.77,264.46,256.01,262.6,258.77,3.83,1.4801,231463.07,6020688.165
300750.SZ,2025-05-15,262.62,262.87,259.6,260.18,262.6,-2.42,-0.9216,141118.93,3685574.614
300750.SZ,2025-05-16,259.14,261.73,257.73,259.36,260.18,-0.82,-0.3152,189000.58,4904611.048
300750.SZ,2025-05-19,260.5,260.54,257.27,260.0,259.36,0.64,0.2468,169740.17,4399897.903
300750.SZ,2025-05-20,264.44,265.5,255.2,263.0,260.0,3.0,1.1538,346423.64,9053425.367
300750.SZ,2025-05-21,266.99,279.99,265.8,274.08,263.0,11.08,4.2129,565245.17,15470587.405
300750.SZ,2025-05-22,277.8,277.94,268.27,270.37,274.08,-3.71,-1.3536,276081.18,7470701.467
300750.SZ,2025-05-23,271.01,274.0,266.95,266.99,270.37,-3.38,-1.2501,230003.52,6218224.097
300750.SZ,2025-05-26,265.0,266.38,252.9,255.9,266.99,-11.09,-4.1537,330122.15,8477228.63
300750.SZ,2025-05-27,255.89,257.21,252.39,253.99,255.9,-1.91,-0.7464,176679.95,4491281.266
300750.SZ,2025-05-28,255.61,258.27,253.32,253.6,253.99,-0.39,-0.1535,154562.65,3946773.465
300750.SZ,2025-05-29,253.0,253.98,249.0,251.85,253.6,-1.75,-0.6901,217882.85,5487937.548
300750.SZ,2025-05-30,250.9,252.65,247.47,250.0,251.85,-1.85,-0.7346,204337.47,5107325.148
300750.SZ,2025-06-03,252.0,253.9,250.44,251.15,250.0,1.15,0.46,158411.66,3989341.996
300750.SZ,2025-06-04,252.5,253.6,250.7,251.05,251.15,-0.1,-0.0398,130401.95,3285855.859
300750.SZ,2025-06-05,251.36,252.44,248.27,251.5,251.05,0.45,0.1792,135258.51,3386751.735
300750.SZ,2025-06-06,252.0,253.33,248.5,248.88,251.5,-2.62,-1.0417,165514.74,4138221.07
300750.SZ,2025-06-09,248.88,250.88,245.5,245.58,248.88,-3.3,-1.3259,185497.57,4593124.638
300750.SZ,2025-06-10,245.0,246.86,242.22,243.14,245.58,-2.44,-0.9936,139324.59,3406606.343
300750.SZ,2025-06-11,246.09,252.44,244.8,250.5,243.14,7.36,3.0271,279934.04,7006354.613
300750.SZ,2025-06-12,252.0,252.5,248.77,249.81,250.5,-0.69,-0.2754,175696.17,4386403.721
300750.SZ,2025-06-13,248.1,250.41,246.37,248.2,249.81,-1.61,-0.6445,174032.45,4322411.796
300750.SZ,2025-06-16,248.0,248.7,245.8,246.66,248.2,-1.54,-0.6205,122175.71,3013514.215
300750.SZ,2025-06-17,246.96,248.43,245.22,246.26,246.66,-0.4,-0.1622,97650.24,2407928.75
300750.SZ,2025-06-18,246.98,249.58,245.57,245.57,246.26,-0.69,-0.2802,104605.61,2586543.839
300750.SZ,2025-06-19,245.3,246.16,241.6,242.1,245.57,-3.47,-1.413,147984.56,3604508.604
300750.SZ,2025-06-20,241.06,243.12,239.5,240.26,242.1,-1.84,-0.76,136883.4,3293985.957
300750.SZ,2025-06-23,239.3,240.6,238.03,239.61,240.26,-0.65,-0.2705,127099.27,3040680.713
300750.SZ,2025-06-24,240.58,248.08,240.58,245.92,239.61,6.31,2.6334,235010.81,5767361.454
300750.SZ,2025-06-25,246.5,255.88,246.0,254.9,245.92,8.98,3.6516,315377.23,7930320.892
300750.SZ,2025-06-26,255.88,256.29,252.36,252.79,254.9,-2.11,-0.8278,199145.3,5062386.537
300750.SZ,2025-06-27,256.5,257.45,250.11,250.99,252.79,-1.8,-0.7121,236200.67,5985026.676
300750.SZ,2025-06-30,251.5,253.5,249.7,252.22,250.99,1.23,0.4901,176233.7,4434817.078
300750.SZ,2025-07-01,252.5,252.74,249.88,251.5,252.22,-0.72,-0.2855,95322.58,2395104.336
300750.SZ,2025-07-02,251.5,252.01,249.19,250.45,251.5,-1.05,-0.4175,115713.74,2897311.834
300750.SZ,2025-07-03,251.47,263.21,250.59,262.59,250.45,12.14,4.8473,338037.47,8746803.693
300750.SZ,2025-07-04,265.01,269.98,260.98,265.8,262.59,3.21,1.2224,272060.13,7214227.943
300750.SZ,2025-07-07,265.8,268.88,258.88,260.89,265.8,-4.91,-1.8473,174664.98,4568972.965
300750.SZ,2025-07-08,260.7,265.9,259.82,263.31,260.89,2.42,0.9276,155922.92,4104293.094
300750.SZ,2025-07-09,262.2,274.46,262.1,270.8,263.31,7.49,2.8446,293883.71,7948423.739
300750.SZ,2025-07-10,274.99,274.99,268.5,272.0,270.8,1.2,0.4431,242393.49,6594201.202
300750.SZ,2025-07-11,271.5,274.0,270.1,271.5,272.0,-0.5,-0.1838,213281.53,5798544.034
300750.SZ,2025-07-14,271.0,271.32,266.1,268.5,271.5,-3.0,-1.105,149788.84,4013693.003
300750.SZ,2025-07-15,268.5,272.5,266.0,267.75,268.5,-0.75,-0.2793,169526.49,4553827.628
300750.SZ,2025-07-16,268.5,268.7,263.04,264.4,267.75,-3.35,-1.2512,156264.79,4135841.242
300750.SZ,2025-07-17,265.37,267.75,264.36,265.5,264.4,1.1,0.416,145110.17,3852746.251
