ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300750.SZ,2024-07-03,177.0,182.5,176.31,179.5,176.08,3.42,1.9423,162053.21,2906473.774
300750.SZ,2024-07-04,180.39,182.99,179.2,179.6,179.5,0.1,0.0557,118346.46,2137596.47
300750.SZ,2024-07-05,181.0,182.49,176.5,177.62,179.6,-1.98,-1.1024,135247.07,2414693.954
300750.SZ,2024-07-08,176.01,178.37,175.01,175.91,177.62,-1.71,-0.9627,108063.97,1907514.42
300750.SZ,2024-07-09,175.3,177.3,173.09,175.77,175.91,-0.14,-0.0796,164439.15,2876833.39
300750.SZ,2024-07-10,175.01,180.09,173.05,173.05,175.77,-2.72,-1.5475,177729.19,3123226.777
300750.SZ,2024-07-11,175.0,178.98,173.49,177.01,173.05,3.96,2.2884,208111.48,3678618.34
300750.SZ,2024-07-12,177.85,181.77,177.0,179.8,177.01,2.79,1.5762,195504.6,3523525.354
300750.SZ,2024-07-15,178.3,179.95,177.11,178.12,179.8,-1.68,-0.9344,114696.96,2041627.402
300750.SZ,2024-07-16,177.5,180.5,177.3,179.3,178.12,1.18,0.6625,151487.37,2710034.963
300750.SZ,2024-07-17,178.0,182.66,175.94,180.89,179.3,1.59,0.8868,185901.41,3346445.646
300750.SZ,2024-07-18,180.0,189.1,179.68,188.35,180.89,7.46,4.1241,319944.01,5957621.426
300750.SZ,2024-07-19,186.35,190.09,186.2,189.44,188.35,1.09,0.5787,208476.31,3929663.335
300750.SZ,2024-07-22,191.19,194.18,187.4,189.52,189.44,0.08,0.0422,171682.52,3259890.053
300750.SZ,2024-07-23,189.01,189.7,186.2,186.2,189.52,-3.32,-1.7518,119031.04,2233862.306
300750.SZ,2024-07-24,186.0,189.09,185.39,186.32,186.2,0.12,0.0644,144681.36,2708577.543
300750.SZ,2024-07-25,186.12,190.73,185.06,187.73,186.32,1.41,0.7568,205958.88,3863507.112
300750.SZ,2024-07-26,190.0,193.3,188.05,189.35,187.73,1.62,0.8629,233477.18,4436931.315
300750.SZ,2024-07-29,187.0,187.0,180.0,184.53,189.35,-4.82,-2.5456,213623.66,3918833.598
300750.SZ,2024-07-30,183.22,185.33,183.22,184.89,184.53,0.36,0.1951,127251.63,2349179.518
300750.SZ,2024-07-31,182.0,186.88,182.0,186.31,184.89,1.42,0.768,198969.4,3690880.179
300750.SZ,2024-08-01,185.0,186.0,180.1,180.3,186.31,-6.01,-3.2258,230126.59,4180640.118
300750.SZ,2024-08-02,179.0,180.0,176.74,177.09,180.3,-3.21,-1.7804,154936.85,2753866.402
300750.SZ,2024-08-05,175.01,180.19,175.0,177.0,177.09,-0.09,-0.0508,193476.59,3451887.572
300750.SZ,2024-08-06,178.41,179.39,173.71,174.95,177.0,-2.05,-1.1582,157687.03,2771240.102
300750.SZ,2024-08-07,174.95,176.23,173.67,173.67,174.95,-1.28,-0.7316,127539.59,2230380.711
300750.SZ,2024-08-08,173.01,173.6,170.12,172.4,173.67,-1.27,-0.7313,146589.96,2520197.34
300750.SZ,2024-08-09,173.6,174.87,170.0,170.0,172.4,-2.4,-1.3921,154129.89,2646422.84
300750.SZ,2024-08-12,170.57,171.12,166.8,169.0,170.0,-1.0,-0.5882,174155.81,2934605.438
300750.SZ,2024-08-13,168.89,174.96,168.38,173.78,169.0,4.78,2.8284,193892.56,3336604.796
300750.SZ,2024-08-14,172.99,174.45,171.72,172.21,173.78,-1.57,-0.9034,99662.85,1720375.362
300750.SZ,2024-08-15,172.0,174.6,171.29,173.4,172.21,1.19,0.691,144812.02,2511442.939
300750.SZ,2024-08-16,173.4,176.0,172.88,173.62,173.4,0.22,0.1269,111506.41,1941327.489
300750.SZ,2024-08-19,173.35,177.94,173.15,175.6,173.62,1.98,1.1404,140358.43,2473581.501
300750.SZ,2024-08-20,175.0,176.0,173.66,174.87,175.6,-0.73,-0.4157,84369.55,1475662.466
300750.SZ,2024-08-21,174.0,175.41,172.0,174.01,174.87,-0.86,-0.4918,111474.05,1940113.038
300750.SZ,2024-08-22,174.98,179.97,174.3,178.8,174.01,4.79,2.7527,199011.36,3536569.764
300750.SZ,2024-08-23,177.0,182.52,177.0,181.8,178.8,3.0,1.6779,184151.76,3332172.741
300750.SZ,2024-08-26,181.9,184.56,181.0,183.92,181.8,2.12,1.1661,148387.49,2717728.514
300750.SZ,2024-08-27,182.52,184.49,181.5,183.5,183.92,-0.42,-0.2284,99769.92,1827225.122
300750.SZ,2024-08-28,182.8,183.69,181.28,182.82,183.5,-0.68,-0.3706,106390.15,1940292.275
300750.SZ,2024-08-29,179.17,182.99,179.17,180.8,182.82,-2.02,-1.1049,156702.42,2839993.927
300750.SZ,2024-08-30,180.8,185.96,180.8,184.34,180.8,3.54,1.958,254291.71,4689604.094
300750.SZ,2024-09-02,184.44,185.59,181.0,181.19,184.34,-3.15,-1.7088,129851.76,2371406.002
300750.SZ,2024-09-03,180.3,186.7,180.02,185.65,181.19,4.46,2.4615,181968.86,3362146.073
300750.SZ,2024-09-04,185.32,189.0,184.85,187.15,185.65,1.5,0.808,165645.24,3101382.415
300750.SZ,2024-09-05,187.15,189.55,185.8,186.8,187.15,-0.35,-0.187,123182.15,2302962.597
300750.SZ,2024-09-06,186.12,188.5,185.4,185.95,186.8,-0.85,-0.455,75254.86,1404159.125
300750.SZ,2024-09-09,185.11,188.66,183.47,185.15,185.95,-0.8,-0.4302,134753.55,2494206.446
300750.SZ,2024-09-10,185.5,185.5,181.05,181.16,185.15,-3.99,-2.155,154244.13,2809100.737
300750.SZ,2024-09-11,182.4,187.78,181.16,186.56,181.16,5.4,2.9808,211970.83,3938430.663
300750.SZ,2024-09-12,188.0,192.16,186.71,189.35,186.56,2.79,1.4955,207099.86,3931885.573
300750.SZ,2024-09-13,188.88,188.88,183.5,183.5,189.35,-5.85,-3.0895,172872.88,3202147.524
300750.SZ,2024-09-18,183.6,187.43,183.29,186.4,183.5,2.9,1.5804,113778.95,2116044.596
300750.SZ,2024-09-19,187.0,188.22,183.6,186.9,186.4,0.5,0.2682,157694.09,2940618.897
300750.SZ,2024-09-20,186.9,187.9,183.68,185.6,186.9,-1.3,-0.6956,155027.03,2874252.972
300750.SZ,2024-09-23,186.66,189.43,185.5,188.2,185.6,2.6,1.4009,157925.49,2968348.168
300750.SZ,2024-09-24,191.96,198.17,188.89,197.52,188.2,9.32,4.9522,354517.35,6891613.102
300750.SZ,2024-09-25,207.39,207.4,202.59,203.1,197.52,5.58,2.825,420101.19,8606648.806
300750.SZ,2024-09-26,203.7,207.33,198.93,205.51,203.1,2.41,1.1866,354893.46,7190132.217
300750.SZ,2024-09-27,212.0,231.68,211.67,226.81,205.51,21.3,10.3645,701813.26,15567947.397
300750.SZ,2024-09-30,233.02,255.0,232.0,251.89,226.81,25.08,11.0577,913611.45,22246725.636
300750.SZ,2024-10-08,296.0,301.5,267.66,299.0,251.89,47.11,18.7026,1376464.79,39285155.658
300750.SZ,2024-10-09,279.9,279.99,255.0,255.0,299.0,-44.0,-14.7157,1086915.94,29017394.645
300750.SZ,2024-10-10,255.0,265.99,250.16,258.0,255.0,3.0,1.1765,608338.33,15786972.611
300750.SZ,2024-10-11,255.5,255.5,237.93,241.79,258.0,-16.21,-6.2829,476402.3,11668275.358
300750.SZ,2024-10-14,249.99,252.8,244.94,249.72,241.79,7.93,3.2797,467598.63,11671765.786
300750.SZ,2024-10-15,249.81,250.84,241.13,241.22,249.72,-8.5,-3.4038,327653.34,8057930.637
300750.SZ,2024-10-16,238.82,238.82,233.33,233.85,241.22,-7.37,-3.0553,335859.54,7918107.276
300750.SZ,2024-10-17,234.0,238.88,230.86,231.5,233.85,-2.35,-1.0049,261646.72,6135626.737
300750.SZ,2024-10-18,230.0,258.88,229.6,249.89,231.5,18.39,7.9438,680137.87,16734812.13
300750.SZ,2024-10-21,259.0,262.53,251.75,253.36,249.89,3.47,1.3886,584558.09,14972853.36
300750.SZ,2024-10-22,254.0,254.56,247.26,250.55,253.36,-2.81,-1.1091,278760.33,6986426.719
300750.SZ,2024-10-23,247.81,254.94,246.86,249.3,250.55,-1.25,-0.4989,321541.22,8076690.148
300750.SZ,2024-10-24,249.77,251.5,245.0,246.16,249.3,-3.14,-1.2595,214657.9,5297733.386
300750.SZ,2024-10-25,252.34,265.0,246.3,258.88,246.16,12.72,5.1674,578985.51,14887536.978
300750.SZ,2024-10-28,256.13,258.61,253.0,256.24,258.88,-2.64,-1.0198,276019.35,7053002.72
300750.SZ,2024-10-29,256.24,257.71,251.24,251.78,256.24,-4.46,-1.7406,269948.08,6853075.171
300750.SZ,2024-10-30,250.0,252.3,244.5,248.03,251.78,-3.75,-1.4894,271343.74,6734690.047
300750.SZ,2024-10-31,246.99,250.5,244.0,245.98,248.03,-2.05,-0.8265,255002.79,6286268.643
300750.SZ,2024-11-01,246.53,249.82,245.18,246.2,245.98,0.22,0.0894,259158.29,6418140.473
300750.SZ,2024-11-04,244.0,254.3,244.0,251.2,246.2,5.0,2.0309,242472.22,6074686.403
300750.SZ,2024-11-05,250.58,262.82,249.13,261.39,251.2,10.19,4.0565,484820.94,12547431.635
300750.SZ,2024-11-06,258.99,269.5,253.5,256.5,261.39,-4.89,-1.8708,452393.1,11840068.81
